id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
5795784,Female,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,360000.0
6730615,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,360000.0
6100548,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
5833710,Female,1,Working,Higher education,Married,House / apartment,Core staff,360000.0
5833715,Female,1,Working,Higher education,Married,House / apartment,Core staff,360000.0
6100545,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
5795783,Female,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,360000.0
6100538,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
6730614,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,360000.0
5833717,Female,1,Working,Higher education,Married,House / apartment,Core staff,360000.0
6107607,Female,1,Working,Higher education,Married,House / apartment,Core staff,360000.0
5770867,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,337500.0
6239903,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,337500.0
5464939,Male,1,Working,Higher education,Married,House / apartment,Sales staff,337500.0
5197683,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,337500.0
6722826,Female,1,Working,Higher education,Married,House / apartment,Core staff,328500.0
6835900,Female,1,Working,Higher education,Married,House / apartment,Core staff,328500.0
6469264,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
6484819,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
5731057,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
5738584,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
6070392,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
5797380,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
5237590,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
5797387,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
5738589,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
6153045,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
5797383,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
5797390,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
5738588,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
5731058,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
6484825,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
5731053,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
6484824,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
5738587,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
6484822,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
6469262,Female,1,Working,Higher education,Married,House / apartment,Core staff,315000.0
6737966,Female,1,Working,Incomplete higher,Married,Rented apartment,Medicine staff,315000.0
7738588,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
6484818,Male,1,Working,Higher education,Married,House / apartment,Sales staff,315000.0
5068170,Male,1,Working,Higher education,Married,House / apartment,IT staff,310500.0
5062116,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,310500.0
5068169,Male,1,Working,Higher education,Married,House / apartment,IT staff,310500.0
6799141,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,292500.0
5549147,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,292500.0
5726867,Male,1,Working,Higher education,Married,House / apartment,Security staff,292500.0
7429737,Female,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,292500.0
6277066,Female,1,Working,Higher education,Married,House / apartment,Core staff,292500.0
6543434,Male,1,Working,Higher education,Married,House / apartment,Sales staff,292500.0
5841113,Male,1,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,292500.0
5866913,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
5841072,Female,1,Working,Higher education,Married,House / apartment,Core staff,292500.0
6519707,Male,1,Working,Secondary / secondary special,Married,Rented apartment,Core staff,292500.0
5928688,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
5866909,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
5841079,Female,1,Working,Higher education,Married,House / apartment,Core staff,292500.0
5928689,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
6223133,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
5841080,Female,1,Working,Higher education,Married,House / apartment,Core staff,292500.0
5866908,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
6390667,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,283500.0
6390670,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,283500.0
6586900,Female,1,Working,Higher education,Married,House / apartment,IT staff,279000.0
6249107,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
6486143,Male,1,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
6836556,Female,1,Working,Incomplete higher,Married,House / apartment,Sales staff,270000.0
6158869,Female,1,Working,Higher education,Married,With parents,Core staff,270000.0
6033487,Male,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,270000.0
5548410,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,270000.0
6602366,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
5068385,Female,1,Working,Higher education,Separated,House / apartment,Sales staff,270000.0
6639698,Female,1,Working,Higher education,Civil marriage,House / apartment,Core staff,270000.0
5975682,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
5499472,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
5095387,Male,1,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
5090849,Female,1,Working,Higher education,Married,House / apartment,Core staff,270000.0
6249089,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
6464405,Female,1,Working,Higher education,Single / not married,House / apartment,HR staff,270000.0
6486138,Male,1,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
6158864,Female,1,Working,Higher education,Married,With parents,Core staff,270000.0
6602356,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
6249104,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
5499473,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
6158865,Female,1,Working,Higher education,Married,With parents,Core staff,270000.0
6486144,Male,1,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
5170372,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,270000.0
5713746,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
6107599,Female,1,Working,Higher education,Separated,House / apartment,Sales staff,270000.0
6520204,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,270000.0
6639703,Female,1,Working,Higher education,Civil marriage,House / apartment,Core staff,270000.0
6464409,Female,1,Working,Higher education,Single / not married,House / apartment,HR staff,270000.0
7486144,Male,1,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
6249087,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
5499476,Female,1,Working,Higher education,Married,House / apartment,Sales staff,270000.0
5088860,Female,1,Working,Higher education,Married,House / apartment,Core staff,270000.0
6836549,Female,1,Working,Incomplete higher,Married,House / apartment,Sales staff,270000.0
6836550,Female,1,Working,Incomplete higher,Married,House / apartment,Sales staff,270000.0
6158863,Female,1,Working,Higher education,Married,With parents,Core staff,270000.0
6249105,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
6033491,Male,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,270000.0
5028503,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,265500.0
5836693,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,261000.0
5090098,Male,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
5236034,Male,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
5829917,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,256500.0
5236028,Male,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
5829922,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,256500.0
5236031,Male,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
5949627,Female,1,Working,Higher education,Married,House / apartment,Sales staff,252000.0
6394586,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
6394588,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
6394587,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
6394589,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
6472786,Male,1,Working,Higher education,Married,House / apartment,Core staff,247500.0
5957803,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
5957802,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
6722524,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
6722540,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
5113694,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,247500.0
5796877,Female,1,Working,Higher education,Married,House / apartment,Core staff,247500.0
5113696,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,247500.0
6722546,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
6604681,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
6722547,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
5938458,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,247500.0
5938456,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,247500.0
5957804,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
5796874,Female,1,Working,Higher education,Married,House / apartment,Core staff,247500.0
5884595,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
5884593,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
6472782,Male,1,Working,Higher education,Married,House / apartment,Core staff,247500.0
5499766,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,225000.0
6507948,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
6209587,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5905303,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,225000.0
6209590,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
6520572,Female,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
6115726,Male,1,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
5788664,Female,1,Working,Higher education,Married,House / apartment,Core staff,225000.0
6022368,Female,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
5759658,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,225000.0
6575106,Male,1,Working,Incomplete higher,Married,House / apartment,Security staff,225000.0
5405498,Female,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,225000.0
5132674,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
5132673,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
6115720,Male,1,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
6507958,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
5759662,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,225000.0
6046376,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,225000.0
5499768,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,225000.0
6209589,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5820484,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
6736963,Male,1,Working,Higher education,Single / not married,Rented apartment,High skill tech staff,225000.0
5889377,Male,1,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,225000.0
6064774,Female,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
6742383,Female,1,Working,Incomplete higher,Single / not married,House / apartment,Core staff,225000.0
5905294,Male,1,Working,Incomplete higher,Married,House / apartment,High skill tech staff,225000.0
6801456,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5841132,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
6152568,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
6520571,Female,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
6046377,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,225000.0
6152565,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
5993173,Female,1,Working,Higher education,Separated,House / apartment,Core staff,225000.0
6736610,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
6115727,Male,1,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
6115725,Male,1,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
5976545,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,225000.0
5499769,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,225000.0
5542023,Female,1,Working,Secondary / secondary special,Married,House / apartment,Private service staff,225000.0
6209586,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5978861,Male,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
5474417,Male,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,Sales staff,225000.0
6022376,Female,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
6022375,Female,1,Working,Higher education,Married,House / apartment,Sales staff,225000.0
5068937,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
5068936,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
5632527,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5820486,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
6736609,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
6508484,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,225000.0
5971959,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
6507952,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
6390801,Male,1,Working,Higher education,Married,House / apartment,IT staff,225000.0
6575105,Male,1,Working,Incomplete higher,Married,House / apartment,Security staff,225000.0
5405500,Female,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,225000.0
5759661,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,225000.0
5788665,Female,1,Working,Higher education,Married,House / apartment,Core staff,225000.0
5841131,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
5474423,Male,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,Sales staff,225000.0
5971962,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
6507955,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
5706641,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,216000.0
6152957,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,216000.0
5833246,Female,1,Working,Higher education,Married,Office apartment,Core staff,207000.0
5833240,Female,1,Working,Higher education,Married,Office apartment,Core staff,207000.0
5833242,Female,1,Working,Higher education,Married,Office apartment,Core staff,207000.0
5833241,Female,1,Working,Higher education,Married,Office apartment,Core staff,207000.0
6520482,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,207000.0
6416177,Male,1,Working,Higher education,Married,House / apartment,Core staff,207000.0
6416178,Male,1,Working,Higher education,Married,House / apartment,Core staff,207000.0
5833244,Female,1,Working,Higher education,Married,Office apartment,Core staff,207000.0
5952003,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
6636546,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
6624648,Male,1,Working,Higher education,Single / not married,House / apartment,Sales staff,202500.0
6292308,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
6223662,Male,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,202500.0
6630572,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
6139319,Female,1,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,202500.0
6064687,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
6636545,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
6753050,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,202500.0
5932002,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
5877013,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
5785225,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
5892038,Male,1,Working,Higher education,Single / not married,Co-op apartment,High skill tech staff,202500.0
6107139,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
5343407,Female,1,Working,Higher education,Married,House / apartment,Core staff,202500.0
5873111,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,202500.0
5952001,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
6107138,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
5760923,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
5785222,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
5952005,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
5760916,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
5760920,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
7586479,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,202500.0
5877015,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
6140237,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,202500.0
6697772,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
6292307,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
5343409,Female,1,Working,Higher education,Married,House / apartment,Core staff,202500.0
6367653,Female,1,Working,Higher education,Married,House / apartment,Core staff,202500.0
5931990,Male,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
5785230,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
6392265,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
6591852,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
6367652,Female,1,Working,Higher education,Married,House / apartment,Core staff,202500.0
6590848,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
6454092,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,202500.0
5785226,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
6065143,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,202500.0
6280729,Male,1,Working,Higher education,Single / not married,House / apartment,Core staff,202500.0
5062149,Female,1,Working,Higher education,Married,House / apartment,Sales staff,202500.0
7392270,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
5907329,Female,1,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,202500.0
5760925,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
6728116,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,202500.0
6223664,Male,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,202500.0
5952008,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
6223659,Male,1,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,202500.0
6415311,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,193500.0
6415314,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,193500.0
6415310,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,193500.0
7416083,Male,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,189000.0
7028420,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,189000.0
6395802,Male,1,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
6423584,Male,1,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
6423585,Male,1,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
5028420,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,189000.0
6395806,Male,1,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
6485015,Male,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,189000.0
6737247,Male,1,Working,Higher education,Married,House / apartment,Core staff,184500.0
5883153,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
5346005,Male,1,Working,Higher education,Single / not married,House / apartment,High skill tech staff,180000.0
6563767,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
6098727,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
6498305,Female,1,Working,Higher education,Widow,House / apartment,High skill tech staff,180000.0
6528488,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
5883152,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
6798776,Male,1,Working,Secondary / secondary special,Married,Municipal apartment,Security staff,180000.0
6741687,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
5883148,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
5315081,Male,1,Working,Secondary / secondary special,Married,House / apartment,IT staff,180000.0
6248382,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6779825,Male,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,180000.0
5313600,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
6528486,Female,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
6248387,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6409611,Female,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,180000.0
5883716,Female,1,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
6780639,Female,1,Working,Higher education,Married,House / apartment,Core staff,180000.0
6448965,Male,1,Working,Secondary / secondary special,Married,House / apartment,Security staff,180000.0
5548405,Female,1,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,180000.0
5315083,Male,1,Working,Secondary / secondary special,Married,House / apartment,IT staff,180000.0
5901078,Male,1,Working,Higher education,Married,House / apartment,Sales staff,180000.0
6780646,Female,1,Working,Higher education,Married,House / apartment,Core staff,180000.0
6248386,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6741692,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
5882957,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
7741691,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
6363326,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
7742902,Male,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0
6742904,Male,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0
6098733,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
6590776,Female,1,Working,Incomplete higher,Married,With parents,High skill tech staff,180000.0
6798780,Male,1,Working,Secondary / secondary special,Married,Municipal apartment,Security staff,180000.0
6248378,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6741688,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
6498303,Female,1,Working,Higher education,Widow,House / apartment,High skill tech staff,180000.0
6248384,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
5938189,Female,1,Working,Higher education,Married,With parents,Core staff,180000.0
6248383,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6248381,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
6363324,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
5938190,Female,1,Working,Higher education,Married,With parents,Core staff,180000.0
5315082,Male,1,Working,Secondary / secondary special,Married,House / apartment,IT staff,180000.0
5883713,Female,1,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
6363333,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
5513546,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
6590775,Female,1,Working,Incomplete higher,Married,With parents,High skill tech staff,180000.0
5883149,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
6741695,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
5883709,Female,1,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
6241389,Female,1,Working,Higher education,Married,House / apartment,Core staff,180000.0
5178676,Female,1,Working,Higher education,Married,House / apartment,Sales staff,180000.0
5919041,Female,1,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
5679841,Female,1,Working,Higher education,Married,House / apartment,HR staff,175500.0
5679836,Female,1,Working,Higher education,Married,House / apartment,HR staff,175500.0
5679835,Female,1,Working,Higher education,Married,House / apartment,HR staff,175500.0
6048367,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,171000.0
6048369,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,171000.0
6698075,Female,1,Working,Higher education,Married,House / apartment,Sales staff,171000.0
6486331,Female,1,Working,Higher education,Married,House / apartment,Core staff,171000.0
5980871,Female,1,Working,Incomplete higher,Married,House / apartment,Core staff,171000.0
6053664,Female,1,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,171000.0
6048366,Female,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,171000.0
6082359,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,171000.0
6486333,Female,1,Working,Higher education,Married,House / apartment,Core staff,171000.0
6234604,Female,1,Working,Secondary / secondary special,Married,Office apartment,Sales staff,171000.0
5580957,Male,1,Working,Higher education,Single / not married,House / apartment,IT staff,166500.0
5580958,Male,1,Working,Higher education,Single / not married,House / apartment,IT staff,166500.0
5066486,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,166500.0
5066488,Female,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,166500.0
6395953,Male,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,162000.0
6424929,Female,1,Working,Incomplete higher,Married,House / apartment,Core staff,162000.0
6424930,Female,1,Working,Incomplete higher,Married,House / apartment,Core staff,162000.0
5948917,Male,1,Working,Higher education,Married,House / apartment,High skill tech staff,162000.0
6424552,Female,1,Working,Academic degree,Married,House / apartment,Core staff,157500.0
6396980,Female,1,Working,Higher education,Married,House / apartment,Medicine staff,157500.0
6661345,Female,1,Working,Higher education,Married,House / apartment,High skill tech staff,157500.0
6472423,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
5022420,Female,1,Working,Higher education,Married,With parents,High skill tech staff,157500.0
6472419,Female,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
